gene,total_counts,expressed_cells
HSD11B2,244070.81172448082,37050
HIF1A,68892.78802514252,37042
IMPA2,71383.26421979259,37012
PCMTD1,55275.84886799822,37003
SEPT7,61384.35039412701,36996
NUCB1,55450.810203647336,36978
TSPAN1,145416.48082984402,36939
VTI1B,57270.41902058891,36928
TMEM208,58775.786463049306,36916
TMEM167A,57757.85544623227,36914
CAPN2,66942.39614247179,36899
SF3B6,83538.34863436416,36886
NDUFB6,63943.22846007994,36884
PTH1R,109385.5523467714,36859
BEX4,66974.5997665923,36851
DHRS7,78652.17657691526,36785
RPN2,58547.06738879511,36761
PFKL,56059.033737746184,36754
SNRNP70,53420.46438175772,36677
CSNK2B,60841.96959140488,36636
CRYZ,64709.5291348354,36605
PYURF,59933.71221888316,36600
NARS,58237.968069612856,36593
PHB2,56725.9144041983,36589
CTNNA1,57124.058795606514,36548
DECR1,62690.483812748535,36507
GNAI2,61947.35398781581,36493
CLDN7,96222.83640303562,36493
DCTN3,58661.33716471769,36485
EIF4A1,64650.83702176125,36474
TEX264,59797.59931468189,36451
TXN2,57010.63673347529,36420
NHP2,62324.535014945344,36420
CYFIP2,81179.0217501287,36419
PDHA1,63061.340520759186,36371
GTF2A2,61606.97886866124,36369
MZT2A,59426.598328273205,36348
VEGFB,62922.77009888174,36317
SNU13,78407.67089524964,36310
MSRB2,60715.84569533699,36289
HCFC1R1,67372.42570867922,36260
ALDH2,65724.19859405384,36239
SNRPB,56249.43640517448,36223
MGST1,126092.47786758948,36195
PAX8,71448.79899411557,36174
LRRFIP1,61307.91250343681,36155
MORF4L2,54443.403492474084,36139
HADHA,54302.615443898416,36051
DYNC1I2,56542.813379627645,36049
PPA1,63563.179651495404,36034
CAT,60471.514428421135,35994
ATP6AP1,58245.40535516122,35973
C8orf59,66104.30472092156,35966
MIEN1,59790.272478287814,35924
SELENOM,113900.44326091491,35879
DUSP23,66286.43662543905,35861
MTCH1,54691.35447533816,35822
ATP6V1A,68322.84617524926,35777
CHCHD5,57390.356408776446,35743
DNAJB6,55609.41492688474,35730
MAP1LC3B,56393.96857361857,35676
GCSH,65665.92896033803,35636
C6orf62,52341.37488784823,35627
C7orf50,57933.64581580037,35625
SLC25A39,68974.98550960033,35602
SRSF6,51402.76158027098,35575
SCAF11,51984.1950457227,35558
CRYL1,64914.653556599864,35541
METTL7A,61176.554084516574,35529
SNRPB2,54177.24865499415,35522
NR2F2,66049.87780506456,35518
TSPYL1,54284.14134052039,35518
KHDRBS1,52079.97789392319,35502
TACSTD2,138533.42222108258,35499
AHCYL1,58735.305369461814,35437
ACTR3,52174.582643538786,35436
NDUFV3,55347.28305635743,35401
MSI2,62893.575516101846,35393
XRCC6,52925.564355237395,35373
CLTB,54163.30696130663,35368
PDCD6,55698.662756799764,35312
DAB2,79567.01044763466,35295
RAP1B,52202.41758158328,35271
ANXA7,51915.686829691644,35270
CRIM1,65434.70701818629,35259
RANBP1,55311.206807291725,35233
PPP2R1A,54221.95453937223,35227
PDZK1IP1,238676.07135247058,35222
NT5C,52460.604160763985,35207
RAB5C,52574.6708169459,35194
BUD31,55775.82973086534,35161
C1orf43,54997.91494674437,35154
JAK1,53488.437836172816,35143
PRRC2C,52203.8368366368,35119
MACF1,57437.04047547193,35098
MAP3K13,59180.42112511043,35089
RBM47,59947.587374005816,35058
LITAF,68564.19184382785,35054
CYB5R3,55644.60068180767,35051
PSMB5,57455.05460822467,35046
AKR1A1,73505.76926456048,35007
TMED9,54222.18682282347,35005
NPTN,54373.0494342378,34997
BICC1,66635.07575184369,34964
NUDT4,80240.5723558323,34928
RNASEH2C,53301.42807836298,34924
XIST,108950.44393724219,34875
PSMB7,52495.436392427015,34842
GTF3C6,59541.96529262162,34828
SELENOH,67994.53657549032,34809
MTDH,52926.99306636523,34801
PLEKHJ1,54379.83698691635,34772
CCT3,52621.52979195103,34751
SLC3A2,58691.495087891206,34750
ATP6V1E1,55497.05887596869,34746
MRPL57,68665.18391939871,34729
SPCS3,51644.1895164205,34705
EIF3L,53470.58090163656,34687
CTSA,54363.62156542594,34656
IQGAP1,53541.04051191309,34613
SCNN1A,68693.34895186157,34597
NDUFA8,59039.02508854095,34593
EIF3A,51996.87015468884,34557
MYH9,54100.80705949084,34556
GSN,70613.2076133358,34537
DPY30,56558.01212199088,34514
PSMB2,52615.41220137216,34467
ECHDC2,51545.67789874235,34438
NAA20,59215.3987339764,34434
CHCHD1,52977.86888968494,34397
STMN1,77486.06699083133,34366
OGDHL,65643.674348135,34365
YBX3,57257.25900479997,34350
SLC25A4,68968.88443919149,34336
MRPL27,55793.919934223064,34322
VMP1,73628.3533502507,34298
ARPC5,53009.26772120093,34288
ARHGAP5,52951.77564089303,34259
MRPS26,52509.46112741341,34229
TBCB,52437.82536954836,34225
UBE2N,52313.08248050492,34220
FDX1,60059.56724186939,34213
PSMB4,48875.39859748706,34202
C1orf122,53494.95064682684,34195
RAB7A,49112.94494097356,34165
ADD3,50748.32583360463,34136
RCN2,53163.64511091501,34112
NUDC,51816.33816997764,34081
SIGIRR,50475.07809115582,34077
B4GALT1,58756.06038723436,34061
RBMX,48508.02363976261,34051
ZNF428,50561.48360381517,34045
UBE2M,50941.378246130924,34018
S100A2,443020.962553216,33991
EIF2S3,48827.75956379514,33974
LPP,52966.91598550938,33936
SLC2A4RG,50410.47050057945,33926
UBE2D2,50383.9966772968,33920
GINM1,53383.16071963931,33911
PSMA3,52477.62924507652,33897
PDXK,55113.010911662,33897
XBP1,59513.01183651541,33870
TXNL4A,52320.23436401184,33823
RPA3,54617.54195066204,33814
FOLR1,92655.64051690149,33798
ARHGAP24,60019.41574553825,33796
WTAP,49501.660182305415,33793
KIF12,55831.12196977736,33778
TRAPPC2L,50927.14926178056,33777
ARF5,55504.87630478618,33768
ARPC4,46253.69215691736,33733
TMEM179B,54532.736440309935,33732
MGMT,53072.0558822382,33721
LAPTM4B,59212.9396986823,33698
TCF25,47649.71804860071,33693
CCT4,49026.40138487171,33675
WDR1,51771.453293056,33667
GOLGB1,53420.14277094101,33648
ARPP19,50416.3006998232,33628
UFM1,47789.605670659716,33609
ARL1,52175.97707536968,33607
GABARAPL1,66976.8989797216,33562
SNX6,50125.69330544609,33545
FLNA,68053.18246412868,33467
TFCP2L1,66312.3376876475,33457
AKR7A2,54391.237092724165,33454
DMKN,72265.8184057501,33449
HSPA1B,86284.56624306603,33438
SERINC2,59836.95498851269,33405
NDUFS4,53197.30758966343,33399
GDI2,46584.302738965394,33388
MRPL43,51606.38309139188,33360
ALDH6A1,71360.67222209404,33351
STRAP,49827.45203618922,33319
C1D,50643.16138647841,33312
BTF3L4,52112.61014968283,33287
GPRC5C,59707.781485021806,33280
AGRN,60798.50564931095,33273
YWHAH,59873.59165426301,33256
ANAPC13,55526.58745732998,33235
RPN1,48394.54051573761,33229
MMP24OS,77509.91052077309,33205
COPZ1,50031.86599116468,33204
VDAC3,50279.4351725086,33202
ACAA1,55278.11060485295,33179
RBPMS,55567.15349607847,33151
ACAA2,53778.00651914393,33112
NOP53,57453.133308253884,33111
ENSA,48795.17169949227,33110
COX7A1,94364.26154550379,33098
TNRC6B,48528.45413649698,33094
CPVL,72106.50869090852,33080
MRPL40,52280.07849972436,33077
ZFP36,113419.35550741504,33072
ALDOA,107662.0808649441,33072
CLCNKB,100274.98554051561,33067
ARF6,49224.75094007162,33063
ERBB2,55060.159731020925,33052
PTGR1,75720.78328866803,33038
HNRNPH3,47088.61811719169,33024
KCNJ1,91573.21541351482,33018
DYNC1H1,47041.96200409543,32930
KIF5B,48710.09085526254,32883
SMIM7,48219.483681729704,32854
TMEM213,134756.77495886662,32813
POLR1D,48228.50911601554,32792
KDELR2,47023.60753979656,32784
CAP1,47026.21315312391,32745
GCC2,49390.45975742131,32721
CCT8,47912.55336494318,32712
SBDS,50749.94907061559,32665
NFE2L1,49227.233424689424,32634
GNB1,46036.3019909502,32629
DDAH2,50140.146059027094,32588
MDM4,45843.291019346994,32562
SAR1A,46732.0227302617,32557
MARCH6,46754.89761266516,32555
FARP1,53279.56780781695,32550
MRPS12,52255.19002281496,32548
ACO2,50538.11511720779,32546
SDHA,49153.372113526326,32539
SEC11C,55452.082584070034,32526
SSNA1,45728.32698677412,32518
PPIG,48528.63591467998,32496
HSD17B10,49150.36561670825,32471
PPP2CB,47421.37829353617,32435
CD47,48418.30117862031,32425
AK2,50548.12569495687,32417
VPS35,47311.77559195745,32417
GPAA1,46494.27590397318,32384
PJA2,45914.878930002626,32379
MLEC,49713.50046297421,32371
PSMG2,47998.36763859885,32358
SSR1,45636.37584458894,32337
TMEM50B,51071.63586257429,32335
KLF6,80395.40774034678,32334
SSB,49662.602115184476,32307
UBA1,47226.29742370001,32302
GPI,49401.60637126017,32297
RARRES2,90164.10738819034,32270
SPTAN1,47481.07334368178,32258
PPP4C,46319.77312923798,32257
ATP6V0D1,47830.11769112653,32198
HDLBP,46713.439421304436,32190
SURF1,48166.40448451662,32183
MAL2,66234.08663998787,32144
TAPBP,46497.19441942269,32140
LYPLAL1,49542.38619671065,32125
DNAJC15,48739.66922040568,32125
TRAPPC6A,48476.99232953543,32118
UGP2,46791.21483576006,32115
MAN1A1,54997.74771381851,32100
RAB14,45446.444755382225,32093
GNS,49227.45851069356,32092
UBE2L3,45624.005625218495,32084
ACP1,47234.92558184722,32041
GLO1,49410.57443501663,32041
BOLA3,53033.62842215507,32039
DEK,46552.00567855873,31988
PLEKHB2,49219.644924613654,31987
IER3,138362.98836583606,31987
AK3,50481.607701182336,31975
FAM120A,45971.26965420875,31955
POLR2F,47900.12667416763,31936
GLUL,56866.47658695474,31902
CFDP1,48233.843095631164,31772
H2AFY,46050.152934138285,31767
PCYOX1,48181.08637110473,31763
PDCD5,50909.556835084935,31727
SNRPD1,48327.93862056051,31713
COPS6,45432.78865235997,31680
CXXC5,50664.71673412416,31675
PLXNB2,48588.71774776192,31672
CDC37,42728.38930352882,31667
MGST2,49081.88719014558,31661
CCT6A,45165.3330474146,31659
MYL6B,50916.31227373682,31647
RAB11B,45513.521039927065,31639
GABARAP,68140.1451269731,31606
NORAD,58969.00179253625,31606
PIN4,47655.17034730522,31586
SNHG9,52180.19868858659,31578
MXD4,44878.241649502255,31544
PPP1CA,44159.96831130556,31537
MRPL12,49241.18727212829,31515
AP2B1,44422.11211596753,31507
AMD1,49339.4920244197,31500
ORMDL1,44210.41407098524,31482
SLC38A2,46694.50038615772,31455
RBBP4,42388.501090465485,31429
ATP1B3,66703.6552575085,31419
CTTN,45379.77000819442,31413
BRD2,43467.443019569175,31409
RAB1B,42804.5924913038,31399
SNRPN,63150.469014721915,31388
EFCAB14,49354.073059408925,31370
CLDN4,86651.63867978606,31369
SPAG7,46227.38228112963,31349
HIBADH,50450.81125833254,31344
GATM,173932.63743661327,31336
MAP2K2,43251.78237944118,31318
CPEB4,52285.632290376365,31299
STOML2,45712.105281575234,31291
PRCP,47727.21414741873,31287
ZNF207,41833.55496633233,31275
CPNE3,45701.95971138172,31272
PRPF4B,42748.97474328335,31248
REXO2,49015.13103466259,31245
PSMA5,45268.53712336346,31236
TSPAN3,46932.74150224654,31230
EMC6,45624.5514412222,31228
TXNL1,45828.096831152725,31219
TMEM106B,44931.43055963786,31211
TNFSF10,95645.23535294973,31188
FUNDC2,48460.22228175112,31178
RAB10,43240.59209031928,31130
SMIM26,56810.546067983305,31115
REX1BD,49724.979822839814,31098
EIF3M,44593.35753197367,31078
BEX2,58623.413722119774,31060
PLS3,54618.78069535018,31009
KNG1,290658.03756441164,31009
CMPK1,42322.35281481334,30974
SCIN,70374.85441844526,30964
MTURN,58125.12789836571,30910
HEBP2,49967.24583141497,30902
SVIP,49356.706727946046,30893
MBNL1,42129.73509040732,30887
FAM200B,47973.57641088769,30874
YIPF3,44055.92090983386,30871
EMC10,46160.64514354538,30848
VPS13C,43467.95266006981,30843
CDK2AP2,58964.79890500229,30835
IRF2BP2,45724.51931308626,30796
ANP32B,44942.668527245965,30790
SMIM4,49406.430531572376,30785
NAPA,45529.714489887985,30783
PICALM,43261.23953122777,30776
RASSF7,47301.48703529051,30750
RALBP1,61559.76992436553,30737
TIMM10,46092.30116771909,30734
PTBP3,50820.67133460464,30732
EIF5B,45153.05936673132,30724
HDDC2,48331.08388752077,30697
NFIC,45682.58347462395,30665
DNAJC8,43224.88504275681,30658
IL32,124564.13344286387,30656
TCEA1,42755.006996444434,30637
CNIH4,48556.046145756976,30632
ZSCAN16-AS1,46318.03274578684,30630
CHID1,46750.51568537548,30626
CTNND1,43746.50346047371,30625
RBM25,42242.51470093866,30606
HNRNPR,41918.84603646796,30569
SNHG7,45982.43775590941,30560
PHF3,43643.28762246253,30498
IFI27L2,47231.6306878726,30498
SPINT1,49215.23623347736,30495
NKTR,43453.7542562057,30479
ECI2,47627.578917601626,30472
TOB1,52151.53803180503,30425
JUP,46621.33352576593,30391
SCARB2,42791.91887003494,30363
BCLAF1,41842.8865842462,30347
EIF2S2,42874.58643328141,30340
PFN2,51314.826389810354,30285
MRPS33,46107.901886223284,30280
EEF1E1,48927.40380733952,30268
MEAF6,44065.00539381359,30265
RSRC2,42449.88574761571,30263
HPN,48159.58431700695,30252
LGALS1,116718.08040737752,30235
TMEM245,45601.96894973498,30232
TCEAL8,44362.0820815822,30231
MRPL13,46291.380345037694,30226
CCPG1,44872.7254435375,30206
NCOA4,41858.03287599427,30183
MAGOH,43613.1347073262,30146
BBX,43540.4252664855,30104
CBX5,45026.368945582944,30099
ITGAV,52592.85037920836,30077
SNF8,42735.90021479046,30050
TMX4,45078.10807758596,30010
EPN1,41535.509578286554,30007
PPCS,45316.47986121889,29994
OS9,41324.087677271295,29975
GOT1,49560.4319968801,29971
ATP5E,207427.79986063013,29963
PTGER3,90036.74643991272,29963
COMTD1,46930.084032530714,29961
BNIP3,48991.52171485006,29936
NCKAP1,41853.35263425302,29923
LYPLA1,44179.046249135674,29911
MTCH2,44035.041258848425,29880
TIMP1,114804.91686116901,29877
PDCD6IP,40349.95903476212,29863
CFLAR,41319.29893142298,29830
RDX,42829.28533165018,29830
TOP1,42027.242161262766,29825
HNRNPA0,41622.9337519412,29777
TIMM17B,43145.69334393037,29764
MRPS18C,44172.25947687061,29739
FAM177A1,44001.763771234415,29725
RRBP1,45776.13700140572,29722
RSRP1,49054.47848603308,29701
EPS8L2,44756.593103935134,29672
MAP1LC3A,51995.3808152898,29668
AIG1,44756.99049251202,29653
NAP1L4,40122.38297888914,29645
SPSB3,38928.62622206365,29635
MRPL14,43190.539291069836,29628
FGD5-AS1,41675.84837967276,29618
MFF,43214.23048923003,29605
MECOM,58564.826548261306,29556
NEDD4L,49269.78369928105,29550
PPIC,50054.0606218906,29545
PCM1,41944.94216619442,29543
PRMT1,42293.545957160735,29542
MARCKS,59086.55755911219,29508
SLC25A11,42204.576035846134,29504
DLD,43579.09344121781,29499
CLINT1,42518.23034243586,29473
COPRS,47967.55410203861,29426
DDAH1,45363.57278512775,29370
UNC50,41871.24372141708,29369
PERP,50907.605956469335,29357
CDC42SE1,43005.29526472746,29346
CDV3,42571.92275460965,29342
CLN5,44080.66849312783,29330
EIF3D,41346.996211069105,29330
FAM173A,42206.16759427007,29324
HEXA,41831.762676510145,29280
RARRES3,77502.77971314767,29279
HNMT,44106.932243400406,29271
EMC7,42398.376635961664,29270
COA4,42484.53630920431,29268
SMIM14,42567.36703345048,29264
PEPD,60541.53625244671,29247
TOMM22,41394.51808590218,29245
ERGIC3,40647.97282229438,29244
UBE2H,42748.16230699396,29238
BPTF,40783.14722723829,29238
SCPEP1,58984.14240936151,29228
ATP6V1D,45010.19512111715,29214
WLS,44135.804922857715,29206
NTN4,57316.725615351905,29203
SPPL2A,42322.198557329946,29180
GOLGA4,41974.6314803415,29178
NFKBIA,55525.144883209505,29176
ETFA,41714.84920183357,29151
LSM6,41951.26500004399,29151
NDUFS1,43234.670050465815,29147
GLUD1,42553.783300945564,29144
UBE2I,39931.883612499834,29140
TKT,44715.79478481879,29126
H1FX,45956.625304839436,29119
ZFAND6,40624.17143379772,29119
SEPHS2,42895.35095536883,29114
ASH1L,40577.04005997959,29110
APEX1,41477.80307990477,29098
HOXD8,60679.580381227635,29098
TSPAN6,46660.836795608026,29047
SELENOF,49670.3207591909,29019
EIF3I,40522.00575495652,29019
IMP3,40821.75160423116,29013
CPQ,41854.54243764372,29009
SYNCRIP,39229.915632971664,29007
CMTM6,39802.84295900653,28992
RTRAF,50257.703406724795,28988
CLSTN1,41432.71761171884,28941
LRPPRC,39773.56881236504,28920
BAX,42654.74030366782,28885
PSMB8,42036.283743794505,28859
TST,48327.32173684234,28852
ACTR10,39784.030353442824,28847
U2SURP,38584.03905230529,28827
ARHGEF12,39969.97638021041,28826
CD99,43484.97806399128,28814
SERPINB6,39873.617420491006,28783
PA2G4,40352.254584648326,28769
CHMP3,39446.31040591481,28767
SELENOK,53513.85319267653,28766
HSD17B12,41855.43879320915,28764
RNF13,39609.82731400827,28744
THRAP3,38354.39989049251,28739
ANP32A,40752.88671987976,28723
EI24,40763.03659515902,28722
YPEL5,41612.15207094863,28717
NOL7,40563.64122449397,28692
HIBCH,41701.97965558047,28690
IDH3G,38909.282925126856,28684
SH3YL1,43321.14585514487,28672
G3BP1,38193.69696963477,28668
COPB1,38499.27011280061,28666
KRT19,173638.33977947393,28646
RANBP2,44243.83946099136,28644
RNF10,42150.54890333428,28635
YIF1A,40596.97599889163,28628
METRNL,49091.57787993803,28609
PIN1,38921.80596634376,28605
AIMP1,40166.78313064117,28601
TM2D1,41673.272295127346,28596
THOC7,42185.564915927236,28512
ZBTB44,40360.64552927189,28508
FLOT1,38916.951823216325,28499
FAM3C,42194.071652531464,28497
MRPL28,39121.07879803662,28480
RNF213,44170.77109551647,28459
SRSF1,37886.39894259478,28457
BST2,62453.598769939854,28455
NONO,38290.374782550265,28453
TMEM30A,39306.197571773686,28449
PURA,39256.0655798665,28436
NDUFA9,40866.22992366417,28414
STMP1,50108.80393069512,28414
STAT3,40394.7718677909,28402
ACSL1,46821.73638675345,28399
MRPL42,39256.14948738664,28398
PCNP,37402.75495938353,28395
ZC3H15,38991.75166219633,28392
ARL3,42656.95845930412,28391
EIF3J,39982.487504041674,28380
PRKCSH,38408.577602790334,28379
ANK3,45949.10784819259,28376
GADD45B,90480.0748351518,28372
POLE4,40833.35996364622,28370
DGCR6L,39440.35797335694,28361
MRPL36,41843.46502345055,28349
SLC12A1,589030.9229033781,28343
SMIM19,41978.068873450844,28318
RAB18,38121.9292318356,28304
PDCD10,38797.29912346339,28294
NAA10,38555.960817360225,28284
MORN2,46247.338137281506,28283
ANKRD12,38909.48363460157,28281
GRHPR,42597.923238478405,28269
CLCN3,42145.34397292192,28266
MRPS16,40834.977077385796,28244
SH3GLB1,37539.464017542516,28243
DDRGK1,40905.143573550755,28210
PLD3,39200.85459790981,28174
SEC31A,37474.356117457486,28174
ACSL4,64128.82038481545,28164
METRN,41273.86475764452,28160
SUCLG2,40258.527618305416,28152
UBE2E3,39826.337350927264,28146
MRPL55,38896.95767396099,28132
TBL1XR1,37845.72429175307,28130
QKI,37982.86079143512,28126
KIAA1109,39366.61396603352,28111
LNPEP,40430.748620379054,28097
MTIF3,40213.84402526682,28083
GLG1,38534.44475514346,28078
DST,49282.56745119929,28060
FAM213A,45117.78714029214,28048
PLSCR1,43042.59837604234,28025
COTL1,65930.11452553418,28019
SYNE1,47135.05399952154,28018
SORL1,45076.65289129381,27985
TMED7,38562.29397424988,27970
FDPS,38248.90229057455,27961
RAD23A,37629.69937038337,27936
TPM4,61133.089909618524,27927
PSENEN,38989.05356856571,27909
SLC25A36,38451.19976340606,27908
WAC,37011.16667297212,27908
MRPS15,40061.24719701601,27887
RNF5,38708.80076845849,27883
ZNF638,37538.49940222386,27881
ADGRG1,61393.783776779004,27880
TSPAN12,44371.59619320739,27854
SUMF2,37664.7898851912,27853
VPS25,41007.58599523432,27849
LTBP3,39004.51175597444,27841
HECTD1,38300.92576159074,27833
PTS,43394.79762596736,27829
CHP1,45423.07493647865,27809
SYNGR2,37516.6943931802,27793
CCT7,37535.70232065807,27789
INSR,42634.548553409055,27769
PNN,38212.71578953614,27747
ZNF593,42510.93131219327,27741
CAPZA1,36101.986552470305,27722
CD2AP,39793.106053787495,27709
VCP,36665.98381771685,27705
ATF4,37792.239657208855,27694
SLC44A2,41285.24253039272,27678
CCT2,39171.64209630109,27626
AMFR,41122.72078030638,27619
MAF1,36012.46895296294,27616
NFAT5,41783.948516347424,27612
TMEM134,38046.44682591117,27600
CERS2,37759.089020072366,27595
NINJ1,38809.47869369902,27587
HAX1,38425.81164630371,27573
TIMP3,124973.88288036558,27564
TRIM2,45774.05774826235,27559
RPL22L1,41082.06236693519,27537
ARPC1B,48429.06896634609,27526
TAF1D,37805.4470402974,27513
RPS4Y1,77803.93156251308,27506
ILF2,38624.05450614595,27503
BAD,38398.034037703226,27494
DDR1,43695.700188525414,27489
ARPC1A,40048.07139647818,27489
COL6A1,47394.373234299856,27470
MRPS7,39151.23252349673,27464
SRSF10,37752.449143317586,27461
EWSR1,35412.661333710836,27457
SMARCA5,37034.12842174343,27438
SNX2,39424.47456955079,27412
NCOR1,37540.123953008595,27396
RHOBTB3,56622.86399292955,27379
ABLIM1,43867.84310034604,27378
ETNK1,37496.52817928405,27378
DDX18,36170.72467227799,27342
RSL1D1,37989.470689694455,27340
SELENOT,44760.18200693609,27321
CGNL1,50606.64527460414,27308
PRKAA2,41653.25087171657,27306
ZRANB2,36239.491278377536,27304
FBXL5,37315.64356201927,27298
HM13,37578.63429947006,27289
NME4,41411.84488113499,27264
